title,studio,domestic_gross,foreign_gross,grand_total_gross,year
Genius,RAtt.,1400000,4300000,5700000,2016
Burke and Hare,IFC,4800,4300000,4304800,2011
The Odd Life of Timothy Green,BV,51900000,4200000,56100000,2012
Uncle Drew,LG/S,42500000,4200000,46700000,2018
50/50,Sum.,35000000,4200000,39200000,2011
Free State of Jones,STX,20800000,4200000,25000000,2016
Wanderlust,Uni.,17500000,4200000,21700000,2012
Unfinished Business,Fox,10200000,4200000,14400000,2015
The Promise (2017),ORF,8199999,4200000,12399999,2017
Stronger,RAtt.,4200000,4200000,8400000,2017
Wild Grass,SPC,404000,4200000,4604000,2010
Hamari Adhuri Kahani,FIP,235000,4200000,4435000,2015
The Mercy,Scre.,29500,4200000,4229500,2018
King of Devil's Island,FM,7600,4200000,4207600,2011
The Man with the Iron Fists,Uni.,15600000,4099999,19699999,2012
The Loft,ORF,6000000,4099999,10099999,2015
Coco Chanel & Igor Stravinsky,SPC,1600000,4099999,5699999,2010
Certified Copy,IFC,1400000,4099999,5499999,2011
The Names of Love,MBox,514000,4099999,4613999,2011
For Greater Glory,ArcEnt,5700000,4000000,9700000,2012
Barney's Version (U.S. only),SPC,4400000,4000000,8400000,2011
Destroyer,Annapurna,1500000,4000000,5500000,2018
Monsters,Magn.,237000,4000000,4237000,2010
Keith Lemon: The Film,,,4000000,4000000,2012
God's Not Dead,Free,60800000,3900000,64700000,2014
The Conspirator,RAtt.,11500000,3900000,15400000,2011
Mother and Child,SPC,1100000,3900000,5000000,2010
Hichki,Yash,330000,3900000,4230000,2018
Trollhunter,Magn.,253000,3900000,4153000,2011
Carancho,Strand,85500,3900000,3985500,2011
The Immigrant,Wein.,2000000,3800000,5800000,2014
Rare Exports: A Christmas Tale,Osci.,236000,3800000,4036000,2010
The Killer Inside Me,IFC,217000,3800000,4017000,2010
"Lula, Son of Brazil",NYer,,3800000,3800000,2012
14 Blades,RTWC,,3800000,3800000,2014
God's Not Dead 2,PFR,20800000,3700000,24500000,2016
Life Itself (2018),Amazon,4099999,3700000,7799999,2018
Farewell My Queen,Cohen,1600000,3700000,5300000,2012
Bride Flight,MBox,501000,3700000,4201000,2011
Diplomacy,Zeit.,231000,3700000,3931000,2014
Horns,RTWC,174000,3700000,3874000,2014
The Rabbi's Cat,GK,23400,3700000,3723400,2012
Ragnarok,Magn.,1400,3700000,3701400,2014
A Thousand Words,P/DW,18500000,3600000,22100000,2012
Inside Job,SPC,4300000,3600000,7900000,2010
Mark Felt: The Man Who Brought Down the White House,SPC,769000,3600000,4369000,2017
You Will Be My Son,Cohen,285000,3600000,3885000,2013
Escobar: Paradise Lost,RTWC,196000,3600000,3796000,2015
The Double,Imag.,138000,3600000,3738000,2011
Inspector Bellamy,IFC,108000,3600000,3708000,2010
Pieta,Drft.,22100,3600000,3622100,2013
Mental,Da.,17700,3600000,3617700,2013
30 Minutes or Less,Sony,37100000,3500000,40600000,2011
Bears,BV,17800000,3500000,21300000,2014
Naam Hai Akira,FIP,219000,3500000,3719000,2016
Mr. Nobody,Magn.,3600,3500000,3503600,2013
The Illusionist (2010),SPC,2200000,3400000,5600000,2010
Dylan Dog: Dead of Night,OMNI/FSR,1200000,3400000,4600000,2011
The Lady,Cohen,355000,3400000,3755000,2012
Branded,RAtt.,354000,3400000,3754000,2012
Hara-Kiri: Death of a Samurai,Trib.,75700,3400000,3475700,2012
Jack and the Cuckoo-Clock Heart,Shout!,,3400000,3400000,2014
Your Highness,Uni.,21600000,3300000,24900000,2011
Middle School: The Worst Years of My Life,LGF,20000000,3300000,23300000,2016
Wild Target,Free,109000,3300000,3409000,2010
Outside the Law (Hors-la-loi),,96900,3300000,3396900,2010
Fireflies in the Garden,,70600,3300000,3370600,2011
The Program (2016),EOne,13100,3300000,3313100,2016
The Protector 2,Magn.,2500,3300000,3302500,2014
The Perfect Guy,SGem,57000000,3200000,60200000,2015
Soul Surfer,TriS,43900000,3200000,47100000,2011
The Roommate,SGem,37300000,3200000,40500000,2011
Back to the Future Day,UHE,1700000,3200000,4900000,2015
The Last Circus,Magn.,40500,3200000,3240500,2011
The Mystery of Happiness,Strand,8500,3200000,3208500,2014
Extraordinary Measures,CBS,12100000,3100000,15200000,2010
Before Midnight,SPC,8100000,3100000,11200000,2013
The Sessions,FoxS,6000000,3100000,9100000,2012
Pawn Sacrifice,BST,2400000,3100000,5500000,2015
Barbara,AF,1000000,3100000,4100000,2012
Love Crime,IFC,540000,3100000,3640000,2011
Gauguin: Voyage to Tahiti,Cohen,200000,3100000,3300000,2018
Flypaper,IFC,5000,3100000,3105000,2011
The Case for Christ,PFR,14700000,3000000,17700000,2017
The Trip to Italy,IFC,2900000,3000000,5900000,2014
Tyler Perry's Acrimony,LGF,43500000,2900000,46400000,2018
Conviction,FoxS,6800000,2900000,9700000,2010
Rabbit Hole,LGF,2200000,2900000,5100000,2010
Terminator 2: Judgment Day 3D,Distrib.,1000000,2900000,3900000,2017
Frozen (2010),Anch.,246000,2900000,3146000,2010
Intruders,MNE,69100,2900000,2969100,2012
Rapt,Lorb.,45800,2900000,2945800,2011
Million Dollar Arm,BV,36500000,2800000,39300000,2014
Island of Lemurs: Madagascar (IMAX),WB,11300000,2800000,14100000,2014
What We Do in the Shadows,U/P,3500000,2800000,6300000,2015
Under the Skin (2014),A24,2600000,2800000,5400000,2014
The Perfect Game,IW,1000000,2800000,3800000,2010
Machine Gun Preacher,Rela.,539000,2800000,3339000,2011
By the Sea,Uni.,538000,2800000,3338000,2015
Get On Up,Uni.,30700000,2700000,33400000,2014
Oldboy (2013),FD,2200000,2700000,4900000,2013
The Wall,RAtt.,1800000,2700000,4500000,2017
Pastorela,LGF,161000,2700000,2861000,2011
Blue Valentine,Wein.,9700000,2600000,12300000,2010
Seeking a Friend for the End of the World,Focus,7100000,2600000,9700000,2012
Albert Nobbs,RAtt.,3000000,2600000,5600000,2012
Jimmy's Hall,SPC,561000,2600000,3161000,2015
Raw (2017),FCW,515000,2600000,3115000,2017
The German Doctor,Gold.,418000,2600000,3018000,2014
A Simple Life,CL,192000,2600000,2792000,2012
A Coffee in Berlin,MBox,150000,2600000,2750000,2014
3 (2011),Strand,60000,2600000,2660000,2011
Living is Easy with Eyes Closed,Outs,11600,2600000,2611600,2014
Cyrus,FoxS,7500000,2500000,10000000,2010
Hyde Park on Hudson,Focus,6400000,2500000,8900000,2012
Beirut,BST,5000000,2500000,7500000,2018
Max Steel,ORF,3800000,2500000,6300000,2016
Midnight Special,WB,3700000,2500000,6200000,2016
Collide,ORF,2300000,2500000,4800000,2017
Don't Worry He Won't Get Far on Foot,Amazon,1400000,2500000,3900000,2018
The Greatest Miracle,KKM,555000,2500000,3055000,2011
Remember (Canada Release),EOne,547000,2500000,3047000,2015
A Gentleman,FIP,410000,2500000,2910000,2017
Billionaire Boy's Club,VE,1300,2500000,2501300,2018
Upgrade,BH Tilt,12000000,2400000,14400000,2018
Enemy,A24,1000000,2400000,3400000,2014
Sleeping with Other People,IFC,819000,2400000,3219000,2015
Twelve,Hann.,184000,2400000,2584000,2010
Simon and the Oaks,TFA,151000,2400000,2551000,2012
Oranges and Sunshine,Cohen,143000,2400000,2543000,2011
Capital,Cohen,102000,2400000,2502000,2013
Poster Boys,Sony,97000,2400000,2497000,2017
Blood Ties (2014),RAtt.,42500,2400000,2442500,2014
The Best Man Holiday,Uni.,70500000,2300000,72800000,2013
Me and Earl and the Dying Girl,FoxS,6800000,2300000,9100000,2015
Goon,Magn.,4200000,2300000,6500000,2012
Ong Bak 3,Magn.,14900,2300000,2314900,2011
Life of Riley,KL,11600,2300000,2311600,2014
Babies,Focus,7300000,2200000,9500000,2010
Papillon (2018),BST,2300000,2200000,4500000,2018
A Private War,Aviron,1600000,2200000,3800000,2018
Wonderstruck,RAtt.,1100000,2200000,3300000,2017
A Five Star Life,MBox,307000,2200000,2507000,2014
Reality (2013),Osci.,72600,2200000,2272600,2013
Beloved Sisters,MBox,54000,2200000,2254000,2015
Marius,KL,9800,2200000,2209800,2014
Welcome to Marwen,Uni.,10800000,2100000,12900000,2018
Casa De Mi Padre,LGF,5900000,2100000,8000000,2012
The Rover,A24,1100000,2100000,3200000,2014
The Tree,Zeit.,71200,2100000,2171200,2011
Equals,A24,33300,2100000,2133300,2016
The Sorcerer and the White Snake,Magn.,18800,2100000,2118800,2013
The Riot Club,IFC,7700,2100000,2107700,2015
The Snitch Cartel,PI,,2100000,2100000,2013
Fun Size,Par.,9400000,2000000,11400000,2012
Pulling Strings,LGF,5800000,2000000,7800000,2013
Exit Through the Gift Shop,PDA,3300000,2000000,5300000,2010
Girl in Progress,LGF,2600000,2000000,4600000,2012
Wildlife,IFC,1100000,2000000,3100000,2018
Fish Tank,IFC,375000,2000000,2375000,2010
The Guest (2014),PH,333000,2000000,2333000,2014
"The Butcher, the Chef and the Swordsman",CL,47900,2000000,2047900,2011
Armadillo,Lorb.,14600,2000000,2014600,2011
The Day I Saw Your Heart,FM,3500,2000000,2003500,2012
White Boy Rick,Studio 8,24000000,1900000,25900000,2018
Greenberg,Focus,4200000,1900000,6100000,2010
Anomalisa,Par.,3800000,1900000,5700000,2015
Wish I Was Here,Focus,3600000,1900000,5500000,2014
An Inconvenient Sequel: Truth to Power,Par.,3500000,1900000,5400000,2017
El Jeremias,Sony,650000,1900000,2550000,2016
The Only Living Boy in New York,RAtt.,624000,1900000,2524000,2017
Poetry,Kino,356000,1900000,2256000,2011
Chico & Rita,GK,351000,1900000,2251000,2012
Nymphomaniac: Volume II,Magn.,327000,1900000,2227000,2014
After.Life,Anch.,109000,1900000,2009000,2010
All the Boys Love Mandy Lane,RTWC,,1900000,1900000,2013
No Good Deed (2014),SGem,52500000,1800000,54300000,2014
Nobody's Fool,Par.,31700000,1800000,33500000,2018
Stolen (2012),MNE,304000,1800000,2104000,2012
"20,000 Days on Earth",Drft.,280000,1800000,2080000,2014
A Somewhat Gentle Man,Strand,37700,1800000,1837700,2011
The Topp Twins: Untouchable Girls,Argo.,29300,1800000,1829300,2011
The Cup (2012),Myr.,,1800000,1800000,2012
"The Way, Way Back",FoxS,21500000,1700000,23200000,2013
The Words,CBS,11500000,1700000,13200000,2012
Brad's Status,Annapurna,2100000,1700000,3800000,2017
Killer Joe,LD,2000000,1700000,3700000,2012
Dabangg,Eros,1300000,1700000,3000000,2010
Bilal: A New Breed of Hero,VE,491000,1700000,2191000,2018
A Perfect Day,IFC,14000,1700000,1714000,2016
Tales of the Night,GK,11000,1700000,1711000,2012
Chalet Girl,IFC,1700,1700000,1701700,2011
Boo! A Madea Halloween,LGF,73200000,1600000,74800000,2016
Just Getting Started,BG,6100000,1600000,7700000,2017
Brighton Rock,IFC,230000,1600000,1830000,2011
360,Magn.,100000,1600000,1700000,2012
Hermano,MBox,29900,1600000,1629900,2012
Lay the Favorite,RTWC,21000,1600000,1621000,2012
Queen of Katwe,BV,8900000,1500000,10400000,2016
Incarnate,BH Tilt,4800000,1500000,6300000,2016
Incendies (U.S. only),SPC,2100000,1500000,3600000,2011
"Men, Women & Children",Par.,706000,1500000,2206000,2014
Beloved (2012),IFC,138000,1500000,1638000,2012
Therese,MPI,102000,1500000,1602000,2013
Soldiers of Fortune,RAtt.,38900,1500000,1538900,2012
I Still See You,LGF,1400,1500000,1501400,2018
Do You Believe?,PFR,13000000,1400000,14400000,2015
Table 19,FoxS,3600000,1400000,5000000,2017
Take Shelter,SPC,1700000,1400000,3100000,2011
Tees Maar Khan,UTV,1100000,1400000,2500000,2010
I Wish,Magn.,146000,1400000,1546000,2012
John Rabe,Strand,67500,1400000,1467500,2010
Bright Days Ahead,Trib.,21800,1400000,1421800,2014
Max (2015),WB,42700000,1300000,44000000,2015
Fruitvale Station,Wein.,16100000,1300000,17400000,2013
Jerusalem,NGE,8000000,1300000,9300000,2013
Kites,Relbig.,1600000,1300000,2900000,2010
Inhumans,Imax,1500000,1300000,2800000,2017
Human Flow,Magn.,528000,1300000,1828000,2017
Starbuck (U.S. only),E1,340000,1300000,1640000,2013
Make Your Move,HTR,125000,1300000,1425000,2014
A Little Bit of Heaven,MNE,15400,1300000,1315400,2012
Postman Pat: The Movie,Shout!,1500,1300000,1301500,2014
It's a Wonderful Afterlife,UTV,,1300000,1300000,2010
Tyler Perry's Madea's Witness Protection,LGF,65700000,1200000,66900000,2012
Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,52000000,1200000,53200000,2013
"McFarland, USA",BV,44500000,1200000,45700000,2015
Our Family Wedding,FoxS,20300000,1200000,21500000,2010
Strange Magic,BV,12400000,1200000,13600000,2015
City Island,Anch.,6700000,1200000,7900000,2010
Cave of Forgotten Dreams,IFC,5300000,1200000,6500000,2011
Words and Pictures,RAtt.,2200000,1200000,3400000,2014
The Front Runner,Sony,2000000,1200000,3200000,2018
The Double Hour,Gold.,1500000,1200000,2700000,2011
Housefull,Eros,1200000,1200000,2400000,2010
American Honey,A24,663000,1200000,1863000,2016
Janis: Little Girl Blue,FR,410000,1200000,1610000,2015
Lovelace,RTWC,357000,1200000,1557000,2013
The Salt of Life,Zeit.,317000,1200000,1517000,2012
Chicken with Plums,SPC,254000,1200000,1454000,2012
Unforgivable,Strand,154000,1200000,1354000,2012
Just a Sigh,Distrib.,75500,1200000,1275500,2014
Army of Crime,Lorb.,37000,1200000,1237000,2010
For a Woman,FM,32299,1200000,1232299,2014
Why Don't You Play in Hell,Drft.,28500,1200000,1228500,2014
Videocracy,Kino,23700,1200000,1223700,2010
Violeta Went to Heaven,KL,21500,1200000,1221500,2013
Ramona and Beezus,Fox,26200000,1100000,27300000,2010
"Roman J. Israel, Esq.",Sony,12000000,1100000,13100000,2017
The Runaways,App.,3600000,1100000,4700000,2010
The Imposter,IM,898000,1100000,1998000,2012
Ondine,Magn.,550000,1100000,1650000,2010
The Way He Looks,Strand,101000,1100000,1201000,2014
Ilo Ilo,FM,56800,1100000,1156800,2014
Ma ma,Osci.,47300,1100000,1147300,2016
The Wall (2013),MBox,38700,1100000,1138700,2013
When We Leave (Die Fremde),Olive,19600,1100000,1119600,2011
6 Below: Miracle on the Mountain,MOM,14800,1100000,1114800,2017
London River,Libre,7200,1100000,1107200,2011
Jackpot,DR,800,1100000,1100800,2014
Lila Lila,Crnth,,1100000,1100000,2014
Barbershop: The Next Cut,WB (NL),54000000,1000000,55000000,2016
Tyler Perry's Boo 2! A Madea Halloween,LGF,47300000,1000000,48300000,2017
Desierto,STX,2000000,1000000,3000000,2016
Kid With a Bike,IFC,1500000,1000000,2500000,2012
2 Days in New York,Magn.,633000,1000000,1633000,2012
Once Upon a Time in Anatolia,CGld,152000,1000000,1152000,2012
The Time That Remains,IFC,32900,1000000,1032900,2011
Vanishing on 7th Street,Magn.,22700,1000000,1022700,2011
Maps to the Stars,FCW,351000,988000,1339000,2015
Borgman,Drft.,57500,952000,1009500,2014
Leaves of Grass,First,70100,949000,1019100,2010
Uncle Boonmee Who Can Recall His Past Lives,Strand,184000,946000,1130000,2011
Golmaal 3,Eros,1100000,935000,2035000,2010
Texas Killing Fields,Anch.,45500,912000,957500,2011
When the Bough Breaks,SGem,29700000,911000,30611000,2016
Last Flag Flying,LGF,965000,904000,1869000,2017
When You're Strange,Abr.,246000,901000,1147000,2010
Leaving,IFC,176000,893000,1069000,2010
Baggage Claim,FoxS,21600000,887000,22487000,2013
Proud Mary,SGem,20900000,876000,21776000,2018
The City of Your Final Destination,Scre.,493000,859000,1352000,2010
Tyler Perry's A Madea Christmas,LGF,52500000,853000,53353000,2013
6 Souls,RTWC,,852000,852000,2013
Miles Ahead,SPC,2600000,850000,3450000,2016
Hideaway (Le Refuge),Strand,34500,837000,871500,2010
Plastic Planet,FRun,3200,836000,839200,2011
Lebanon,SPC,368000,830000,1198000,2010
Chillar Party,UTV,6300,826000,832300,2011
Solitary Man,Anch.,4400000,818000,5218000,2010
Tyler Perry's Madea's Big Happy Family,LGF,53300000,816000,54116000,2011
Breathing,KL,4600,803000,807600,2012
Top Five,Par.,25300000,800000,26100000,2014
No One Knows About Persian Cats,IFC,81800,798000,879800,2010
MacGruber,Uni.,8500000,797000,9297000,2010
Age of Uprising: The Legend of Michael Kohlhaas (U.S. only),MBox,3300,797000,800300,2014
The Monk,ATO,13500,794000,807500,2013
Hot Tub Time Machine 2,Par.,12300000,767000,13067000,2015
Anjaana Anjaani,Eros,855000,761000,1616000,2010
Elles,KL,158000,754000,912000,2012
The Perfect Match,LGF,9700000,745000,10445000,2016
Carlos,IFC,146000,726000,872000,2010
Monkey Kingdom,BV,16399999,711000,17110999,2015
Hit and Run,ORF,13700000,704000,14404000,2012
The Disappearance of Alice Creed,Anch.,167000,701000,868000,2010
Guzaarish,UTV,1000000,695000,1695000,2010
Patti Cake$,FoxS,800000,682000,1482000,2017
Judy Moody and the NOT Bummer Summer,Rela.,15000000,678000,15678000,2011
Ajami,Kino,622000,669000,1291000,2010
The Paperboy,MNE,693000,661000,1354000,2012
Win Win,FoxS,10200000,652000,10852000,2011
Raavan,Relbig.,709000,648000,1357000,2010
Ain't Them Bodies Saints,IFC,397000,635000,1032000,2013
Draft Day,LG/S,28800000,620000,29420000,2014
Korkoro,Lorb.,8200,619000,627200,2011
How I Ended This Summer,FM,8700,614000,622700,2011
The Ledge,IFC,9200,602000,611200,2011
Yamla Pagla Deewana,Eros,993000,600000,1593000,2011
Chappaquiddick,ENTMP,17400000,591000,17991000,2018
Tyler Perry's Why Did I Get Married Too?,LGF,60100000,578000,60678000,2010
Buena Vista Social Club: Adios,BG,123000,578000,701000,2017
Rustom,Zee,1100000,571000,1671000,2016
Howl,Osci.,617000,566000,1183000,2010
Free Men,FM,53800,564000,617800,2012
Creation,NM,341000,555000,896000,2010
Tyler Perry's Good Deeds,LGF,35000000,553000,35553000,2012
Viral,W/Dim.,,552000,552000,2016
Martha Marcy May Marlene,FoxS,3000000,548000,3548000,2011
Salt of this Sea,Lorb.,11700,545000,556700,2010
Promised Land (2012),Focus,7600000,541000,8141000,2012
Secretariat,BV,59700000,537000,60237000,2010
Blindspotting,LG/S,4300000,530000,4830000,2018
Miral,Wein.,373000,527000,900000,2011
Nitro Circus the Movie 3D,ArcEnt,3400000,526000,3926000,2012
Indignation,RAtt.,3400000,523000,3923000,2016
Heartbeats,IFC,68700,520000,588700,2011
Get Low,SPC,9200000,518000,9718000,2010
The Zero Theorem,Ampl.,258000,513000,771000,2014
Khatta Meetha,Eros,542000,499000,1041000,2010
Archipelago,KL,7800,492000,499800,2014
Red Tails,Fox,49900000,489000,50389000,2012
You Ain't Seen Nothin' Yet,KL,18900,488000,506900,2013
Life During Wartime,IFC,281000,487000,768000,2010
Meerkats,NGE,778000,482000,1260000,2012
Dope,ORF,17500000,480000,17980000,2015
I Spit on Your Grave,Anch.,93100,480000,573100,2010
Protektor,FM,3000,469000,472000,2011
Another Earth,FoxS,1300000,456000,1756000,2011
Chain Letter,NFC,139000,447000,586000,2010
The Company Men,Wein.,4400000,441000,4841000,2011
Black Nativity,FoxS,7000000,436000,7436000,2013
Dark Tide,WHE,,432000,432000,2012
The Other Woman,IFC,25400,427000,452400,2011
Apartment 143,Magn.,400,426000,426400,2012
Blackthorn,Magn.,201000,423000,624000,2011
Almost Christmas,Uni.,42200000,422000,42622000,2016
Cartel Land,Orch.,704000,422000,1126000,2015
Kaboom,IFC,119000,421000,540000,2011
Enter the Void,IFC,336000,418000,754000,2010
Jumping the Broom,TriS,37300000,415000,37715000,2011
Rage (Rabia),Strand,5600,403000,408600,2011
Sister (2012),AF,155000,400000,555000,2012
The Disappearance of Eleanor Rigby,Wein.,588000,397000,985000,2014
Submarine,Wein.,468000,397000,865000,2011
We Are Family,UTV,638000,393000,1031000,2010
Undertow (2010),TFC,109000,393000,502000,2010
Cairo Time,IFC,1600000,391000,1991000,2010
Break Ke Baad,Relbig.,428000,389000,817000,2010
The First Grader,NGE,332000,382000,714000,2011
Trumbo (2015),BST,7900000,378000,8278000,2015
3 Generations,Wein.,156000,375000,531000,2017
No Problem,Eros,285000,369000,654000,2010
About Last Night (2014),SGem,48600000,365000,48965000,2014
Tyler Perry's The Single Moms Club,LGF,16000000,364000,16364000,2014
Universal Soldier: Day of Reckoning,Magn.,5500,364000,369500,2012
The Greatest (2010),Pala.,115000,359000,474000,2010
Jonah Hex,WB,10500000,356000,10856000,2010
'71,RAtt.,1300000,355000,1655000,2015
Silent House,ORF,12800000,347000,13147000,2012
Tai Chi Hero,WGUSA,35100,347000,382100,2013
Another Happy Day,P4,8500,347000,355500,2011
Traffik,LGF,9200000,336000,9536000,2018
Like Crazy,ParV,3400000,336000,3736000,2011
Father of My Children,IFC,144000,335000,479000,2010
The Human Resources Manager,FM,64000,329000,393000,2011
A Very Harold & Kumar 3D Christmas,WB,35100000,326000,35426000,2011
The Good Heart,Magn.,20900,323000,343900,2010
Shadow Dancer,Magn.,101000,319000,420000,2013
The Congress,Drft.,138000,318000,456000,2014
Coriolanus,Wein.,757000,315000,1072000,2012
Country Strong,SGem,20200000,310000,20510000,2010
Beatriz At Dinner,RAtt.,7100000,310000,7410000,2017
Bjork - Biophilia Live,CP,128000,306000,434000,2014
A Bottle in the Gaza Sea,FM,5900,306000,311900,2013
Holy Rollers,FInd.,303000,305000,608000,2010
Red Hill,Strand,21100,300000,321100,2010
Illegal (2011),FM,700,289000,289700,2011
Special Treatment,FRun,8900,286000,294900,2011
W.E.,Wein.,583000,285000,868000,2012
Please Give,SPC,4000000,280000,4280000,2010
Veer (2010),Eros,527000,277000,804000,2010
Dogtooth,Kino,110000,274000,384000,2010
7 Boxes,BGP,38100,267000,305100,2014
The Last Sentence,MBox,62500,265000,327500,2014
Time Freak,Grindstone,10000,256000,266000,2018
Hillsong - Let Hope Rise,PFR,2400000,255000,2655000,2016
44 Inch Chest,Imag.,39000,255000,294000,2010
Eyes Wide Open,NAV,26300,250000,276300,2010
Caterpillar,Lorb.,4200,248000,252200,2011
The Big Year,Fox,7200000,244000,7444000,2011
Black Death,Magn.,22600,243000,265600,2011
Catfish,Rog.,3200000,242000,3442000,2010
Sparkle (2012),TriS,24400000,240000,24640000,2012
Superfly,Sony,20500000,236000,20736000,2018
Little Girl (La Pivellina),FRun,1400,236000,237400,2011
Rules Don't Apply,Fox,3700000,233000,3933000,2016
The Catcher Was a Spy,IFC,725000,229000,954000,2018
The Girl (Flickan),Olive,2200,229000,231200,2010
Joyful Noise,WB,30900000,226000,31126000,2012
Gabrielle (2014),EOne,5500,222000,227500,2014
"If I Want to Whistle, I Whistle",FM,12100,220000,232100,2011
Captive (2015),Par.,2600000,218000,2818000,2015
North Face,MBox,711000,216000,927000,2010
Southside with You,RAtt.,6300000,208000,6508000,2016
Citizenfour,RTWC,2800000,202000,3002000,2014
Veronica Mars,WB,3300000,195000,3495000,2014
No One Killed Jessica,UTV,441000,193000,634000,2011
17 Girls,Strand,15100,186000,201100,2012
The Salvation Poem (Poema de Salvacion),CZ,915000,183000,1098000,2010
Bully (2012),Wein.,279000,182000,461000,2012
Bitch Slap,Free,17400,182000,199400,2010
Leap Year (2011),Strand,13000,175000,188000,2011
A Screaming Man,FM,9900,175000,184900,2011
Perrier's Bounty,IFC,800,167000,167800,2010
Anchor Baby,AGF,15800,161000,176800,2011
I'm Still Here,Magn.,409000,160000,569000,2010
Film Socialisme,Lorb.,33000,159000,192000,2011
Welcome to the Rileys,Gold.,159000,158000,317000,2010
Unrelated,KL,4500,154000,158500,2014
Spring Fever,Strand,10800,150000,160800,2010
Jem and the Holograms,Uni.,2200000,149000,2349000,2015
"Jeff, Who Lives at Home",ParV,4300000,148000,4448000,2012
Letters from Baghdad,Vita.,360000,143000,503000,2017
Kill List,IFC,29100,143000,172100,2012
All Saints,Affirm,5800000,140000,5940000,2017
Mozart's Sister,MBox,708000,132000,840000,2011
The Silence,MBox,100000,132000,232000,2013
Around a Small Mountain,CGld,33200,131000,164200,2010
Tyler Perry Presents Peeples,LGF,9200000,130000,9330000,2013
It's Kind of a Funny Story,Focus,6400000,128000,6528000,2010
The Robber,Kino,83500,125000,208500,2011
From Prada to Nada,LGF,3000000,123000,3123000,2011
"A Woman, A Gun and A Noodle Shop",SPC,191000,121000,312000,2010
Road to Nowhere,Mont.,40300,121000,161300,2011
Celine: Through the Eyes of the World,Sony,,119000,119000,2010
May in the Summer,Cohen,22000,112000,134000,2014
Grandma (2015),SPC,7000000,107000,7107000,2015
"Lovely, Still",Mont.,128000,106000,234000,2010
Restrepo,NGE,1300000,105000,1405000,2010
The Arbor,Strand,21600,105000,126600,2011
Le Quattro Volte,Lorb.,153000,103000,256000,2011
The D Train,IFC,673000,102000,775000,2015
Dhobi Ghat (Mumbai Diaries),UTV,577000,102000,679000,2011
Henry's Crime,MPFT,103000,102000,205000,2011
Formosa Betrayed,Scre.,225000,101000,326000,2010
City of Ghosts,IFC,128000,100000,228000,2017
The East,FoxS,2300000,99700,2399700,2013
Life's a Breeze,Magn.,3500,99700,103200,2014
White Lion,Scre.,,99600,99600,2010
He Named Me Malala,FoxS,2700000,97100,2797100,2015
The Girl on the Train,Strand,208000,97100,305100,2010
Octubre,NYer,32100,96700,128800,2011
7 Khoon Maaf,UTV,270000,94700,364700,2011
Waste Land,Arth.,188000,88700,276700,2010
Jack Goes Boating,Over.,542000,77600,619600,2010
The To-Do List,CBS,3500000,74600,3574600,2013
Kevin Hart: Let Me Explain,LG/S,32200000,74000,32274000,2013
South of the Border,CLS,199000,70800,269800,2010
Human Centipede,IFC,181000,70700,251700,2010
Butter,RTWC,105000,70700,175700,2012
The Green Wave,RF,,70100,70100,2012
The Tempest,Mira.,278000,68700,346700,2010
Black Panthers: Vanguard of the Revolution,PBS,517000,67200,584200,2015
Salinger,Wein.,584000,67000,651000,2013
Badmaash Company,Yash,,64400,64400,2010
The Secret of Kells,GK,677000,62700,739700,2010
All Good Things,Magn.,582000,62500,644500,2010
The Monster (2016),A24,12500,62200,74700,2016
Toys in the Attic,Hann.,64900,61600,126500,2012
Band Baaja Baaraat,Yash,43800,60700,104500,2010
Letters to God,Viv.,2800000,60300,2860300,2010
Hadewijch,IFC,5000,57500,62500,2010
As Good as Dead,First,2000,53600,55600,2010
Inhale,IFC,4100,51000,55100,2010
Attenberg,Strand,24000,45900,69900,2012
To Save a Life,Gold.,3800000,45800,3845800,2010
Boogie Woogie,IFC,2600,44900,47500,2010
George A. Romero's Survival of the Dead,Magn.,102000,41500,143500,2010
Wagner & Me,FRun,37700,41000,78700,2012
Casino Jack,ATO,1000000,40700,1040700,2010
Vidal Sassoon: The Movie,P4,86000,38600,124600,2011
"Tuesday, After Christmas",Lorb.,27800,36200,64000,2011
Come Undone (2010),FM,10000,31300,41300,2010
The Mill and the Cross,KC,312000,30300,342300,2011
Antonio Lopez 1970: Sex Fashion & Disco,FM,43200,30000,73200,2018
Just Wright,FoxS,21500000,29900,21529900,2010
Mesrine: Public Enemy No. 1,MBox,275000,28100,303100,2010
Policeman,Crnth,11300,27000,38300,2014
The Eclipse,Magn.,133000,26400,159400,2010
Chance Pe Dance,UTV,169000,24300,193300,2010
Empire of Silver,NeoC,,19000,19000,2011
GasLand,WOW,30800,18600,49400,2010
For Colored Girls,LGF,37700000,17300,37717300,2010
The Romantics,FOAK,107000,17300,124300,2010
North Sea Texas,Strand,28300,16700,45000,2012
Freakonomics,Magn.,101000,16400,117400,2010
District B13: Ultimatum,Magn.,36100,16200,52300,2010
Kisses,Osci.,81700,15300,97000,2010
Mysteries of Lisbon,MBox,111000,14900,125900,2011
Nostalgia for the Light,Icar.,164000,13700,177700,2011
I'm Glad My Mother is Alive,Strand,8700,13200,21900,2011
Brotherhood (2011),P4,19700,12700,32400,2011
Love Thy Nature,ITL,41100,11800,52900,2015
Daddy Longlegs,IFC,21800,11500,33300,2010
